Topic,Count,Name,Representation,Representative_Docs
239,12,239_中纬度_经度_m4_m3,"['中纬度', '经度', 'm4', 'm3', '亲历者', '兰新', '隧道', '01', '42', '描述']","['2022 年 01 月 13 日 00 时 17 分 青海 海北 州 门源 县 发生 M4.0 级 地震 震 中纬度 37.76 经度 101.42 O 网页 链接 \u200b', '2022 年 01 月 10 日 15 时 21 分 青海 海北 州 门源 县 发生 M3.2 级 地震 震 中纬度 37.77 经度 101.42 O 网页 链接 \u200b', '2022 年 01 月 10 日 15 时 21 分 青海 海北 州 门源 县 发生 M3.2 级 地震 震 中纬度 37.76 经度 101.42 O 网页 链接 \u200b']"
240,12,240_明星_闫妮_邓超_爱豆,"['明星', '闫妮', '邓超', '爱豆', '综艺', '这才', '娱乐', '样子', '多位', '文章']","['陕西 疫情 文章 闫妮 邓超 多位 明星 家乡 加油 这才 明星 样子 爱豆 娱乐 综艺 ## 明星 日常 L 小奶 兔 电影 微博 视频 \u200b', '陕西 疫情 文章 闫妮 邓超 多位 明星 家乡 加油 这才 明星 样子 爱豆 娱乐 综艺 ## 明星 日常 L 春天 猫 mt 微博 视频 \u200b', '陕西 疫情 文章 闫妮 邓超 多位 明星 家乡 加油 这才 明星 样子 爱豆 娱乐 综艺 ## 明星 日常 L 惠琴 电影 微博 视频 \u200b']"
241,12,241_二年_发表_新年贺词_主席,"['二年', '发表', '新年贺词', '主席', '习近平', '央视', '独家', '新年', '前夕', '到来']","['独家 视频 丨 国家 主席 习近平 发表 二 〇 二 二年 新年贺词 央视 新闻 央视 新闻 原创 14 小时 前 央视 新闻 官方 账号 关注 新年 前夕 国家 主席 习近平 中央 广播电视 总台 互联网 发表 二 〇 二 二年 新年贺词 全文如下 2022 年 到来 北京 致以 新年 祝福 回首 一年 意义 非凡 亲历 党 \u200b', '独家 视频 丨 国家 主席 习近平 发表 二 〇 二 二年 新年贺词 央视 新闻 央视 新闻 原创 18 小时 前 央视 新闻 官方 账号 关注 新年 前夕 国家 主席 习近平 中央 广播电视 总台 互联网 发表 二 〇 二 二年 新年贺词 全文如下 2022 年 到来 北京 致以 新年 祝福 回首 一年 意义 非凡 亲历 党 \u200b', '独家 视频 丨 国家 主席 习近平 发表 二 〇 二 二年 新年贺词 ￼ 央视 新闻 原创 18 小时 前 央视 新闻 官方 账号 关注 新年 前夕 国家 主席 习近平 中央 广播电视 总台 互联网 发表 二 〇 二 二年 新年贺词 全文如下 2022 年 到来 北京 致以 新年 祝福 回首 一年 意义 非凡 亲历 党 \u200b']"
242,12,242_直击_直播_很淡_台球厅,"['直击', '直播', '很淡', '台球厅', '感应', '数十', '现场', '一秒', '撤离', '震中']","['直播 青海 门源 6.9 级 地震 直击 震中 现场', '直播 青海 门源 6.9 级 地震 直击 震中 现场', '直播 青海 门源 6.9 级 地震 直击 震中 现场 \u200b \u200b \u200b \u200b']"
243,12,243_刘先生_客服_电量_特斯拉,"['刘先生', '客服', '电量', '特斯拉', '欠费', '充电', '李先生', '汽车', '担心', '解说']","['西安 西安 封闭 小区 车主 担心 车辆 掉电 变 废铁 客服 后续 搭电 充电 影响 月 日 陕西 西安 李先生 特斯拉 停 小区 门外 马路边 停车场 已有 半个 月 电量 自动 亏损 电量 耗尽 车会 锁死 打不开 功能 西安 疫情 李先生 出门 希望 找人 接车 充电 对此 特斯拉 客 \u200b', '西安 封闭 小区 车主 担心 车辆 掉电 变 废铁 客服 后续 搭电 充电 影响 月 日 陕西 西安 李先生 特斯拉 停 小区 门外 马路边 停车场 已有 半个 月 电量 自动 亏损 电量 耗尽 车会 锁死 打不开 功能 西安 疫情 李先生 出门 希望 找人 接车 充电 对此 特斯拉 客服 称 \u200b', '西安 封闭 小区 车主 担心 车辆 掉电 变 废铁 客服 后续 搭电 充电 影响 月 日 陕西 西安 李先生 特斯拉 停 小区 门外 马路边 停车场 已有 半个 月 电量 自动 亏损 电量 耗尽 车会 锁死 打不开 功能 西安 疫情 李先生 出门 希望 找人 接车 充电 对此 特斯拉 客服 称 \u200b']"
244,12,244_祁连山_公园_斑羚_片区,"['祁连山', '公园', '斑羚', '片区', '项圈', '珠固', '跟踪', '动物', '荒漠', '卫星']","['中华 斑羚 首次 现身 祁连山 国家 公园 门源 片区 日前 青海 村民 驾车 途经 祁连山 国家 公园 门源 片区 珠固 乡 互助县 巴扎 乡 交界处 时 手机 拍摄 一只 疑似 山羊 动物 祁连山 国家 公园 青海省 管理局 专业 人员 野生动物 保护 专家 鉴别 动物 中华 斑羚 祁连山 南麓 地区 发现 中华 斑羚 物种 \u200b', '中华 斑羚 首次 现身 祁连山 国家 公园 门源 片区 日前 青海 村民 驾车 途经 祁连山 国家 公园 门源 片区 珠固 乡 互助县 巴扎 乡 交界处 时 手机 拍摄 一只 疑似 山羊 动物 祁连山 国家 公园 青海省 管理局 专业 人员 野生动物 保护 专家 鉴别 动物 中华 斑羚 祁连山 南麓 地区 发现 中华 斑羚 物种 \u200b', '中华 斑羚 首次 现身 祁连山 国家 公园 门源 片区 日前 青海 村民 驾车 途经 祁连山 国家 公园 门源 片区 珠固 乡 互助县 巴扎 乡 交界处 时 手机 拍摄 一只 疑似 山羊 动物 祁连山 国家 公园 青海省 管理局 专业 人员 野生动物 保护 专家 鉴别 动物 中华 斑羚 祁连山 南麓 地区 发现 中华 斑羚 物种 \u200b']"
245,12,245_榆林_中国科协_西影_千部,"['榆林', '中国科协', '西影', '千部', '科技报', '视听', '科普', '智慧', '运转', '视频']","['陕西 疫情 防控 榆林 疫情 防控 篇 L 榆林 日报 微博 视频 \u200b', '陕科报 榆林 观察 关键时期 请 抹黑 女子 撒泼耍赖 配合 防疫 工作 陕西 防疫 人人有责 奇葩 疫情 防控 L 陕西 科技报 榆林 微博 视频 \u200b', '新闻 看点 近日 陕西省 科协 西影 推出 中国科协 专发 陕西 抗疫 资源 包 中国科协 应急 科普 资源 近 千部 视频 有助于 提高 应急 科普 宣传 力度 本轮 新冠 疫情 发生 西影 视频 西部 电影频道 陕西 科技报 充分发挥 网络 视听 O 助力 科普 视听 传播 中国科协 千部 应急 科普 片 上线 西影 视频 \u200b']"
246,12,246_余额_万亿_早安_城市,"['余额', '万亿', '早安', '城市', '官宣', '离津', '再迎', '首个', 'm2', '万亿元']","['事业单位 ## 早安 月 13 日中公 早报 星期四 农历 腊月 十一 2021 年 12 月末 M2 余额 同比 增 9% M1 余额 增 3.5% 中国 城市 GDP 万亿 俱乐部 再迎 扩容 东莞 24 万亿 城 北京 全国 首个 官宣 万亿元 城市 天津 疫情 元旦 长假 期间 12 月 23 日 超 33 万 学生 离津 即日起 大中小学 \u200b', '事业单位 ## 早安 月 13 日中公 早报 星期四 农历 腊月 十一 2021 年 12 月末 M2 余额 同比 增 9% M1 余额 增 3.5% 中国 城市 GDP 万亿 俱乐部 再迎 扩容 东莞 24 万亿 城 北京 全国 首个 官宣 万亿元 城市 天津 疫情 元旦 长假 期间 12 月 23 日 超 33 万 学生 离津 即日起 大中小学 \u200b', '事业单位 ## 早安 月 13 日中公 早报 星期四 农历 腊月 十一 2021 年 12 月末 M2 余额 同比 增 9% M1 余额 增 3.5% 中国 城市 GDP 万亿 俱乐部 再迎 扩容 东莞 24 万亿 城 北京 全国 首个 官宣 万亿元 城市 天津 疫情 元旦 长假 期间 12 月 23 日 超 33 万 学生 离津 即日起 大中小学 \u200b']"
247,12,247_余震_记录_时共_统计,"['余震', '记录', '时共', '统计', '第三次', '地震局', '16', '主流', '骨干力量', '一条条']","['青海 门源 6.9 级 地震 余震 统计 月 13 日 时 分 共 记录 3.0 级 余震 20 次 6.0 6.9 级 地震 次 5.0 5.9 级 地震 次 4.0 4.9 级 地震 次 3.0 3.9 级 地震 13 次 余震 5.2 级 \u200b', '聚焦 门源 6.9 级 地震 记者 兄弟 帽子 戴上 月 日 时 45 分 海北藏族自治州 门源回族自治县 发生 6.9 级 地震 灾情 命令 时间 生命 省内 主流 媒体 本报 第一 时间 成立 专题报道 小组 集结 骨干力量 全方位 多角度 立体式 播 刊 发出 一条条 现场报道 广大读者 网友 带 最新 \u200b', '聚焦 门源 6.9 级 地震 记者 兄弟 帽子 戴上 月 日 时 45 分 海北藏族自治州 门源回族自治县 发生 6.9 级 地震 灾情 命令 时间 生命 省内 主流 媒体 本报 第一 时间 成立 专题报道 小组 集结 骨干力量 全方位 多角度 立体式 播 刊 发出 一条条 现场报道 广大读者 网友 带 最新 \u200b']"
248,12,248_收尾_总体_委疾_上能,"['收尾', '总体', '委疾', '上能', '短时间', '严密', '阶段', '局部地区', '贺青华', '巡视员']","['国家 卫健委 陕西 西安 疫情 收尾 阶段 月 15 日 国家 卫生 健康 委疾 控局 一级 巡视员 贺青华 国务院 联防 联控 机制 新闻 发布会 我国 疫情 形势 总体 平稳 局部地区 发生 本土 聚集 性 疫情 总体 上能 短时间 控制 陕西 西安 疫情 收尾 阶段 严密 防范 医疗机构 隔 \u200b', '国家 卫健委 陕西 西安 疫情 收尾 阶段 月 15 日 国家 卫生 健康 委疾 控局 一级 巡视员 贺青华 国务院 联防 联控 机制 新闻 发布会 我国 疫情 形势 总体 平稳 局部地区 发生 本土 聚集 性 疫情 总体 上能 短时间 控制 陕西 西安 疫情 收尾 阶段 严密 防范 医疗机构 隔离 \u200b', '国家 卫健委 陕西 西安 疫情 收尾 阶段 月 15 日 国家 卫生 健康 委疾 控局 一级 巡视员 贺青华 国务院 联防 联控 机制 新闻 发布会 我国 疫情 形势 总体 平稳 局部地区 发生 本土 聚集 性 疫情 总体 上能 短时间 控制 陕西 西安 疫情 收尾 阶段 严密 防范 医疗机构 隔离 \u200b']"
249,12,249_中华人民共和国_公安部门_散布_刑法,"['中华人民共和国', '公安部门', '散布', '刑法', '清朗', '利用微', '网络空间', '虚假', '抖音', '网信']","['陕西省 盘点 2022 年 12 公安部门 查处 造谣 传谣 案件 疫情 防控 网民 利用微 信 微博 抖音 平台 散布 虚假 实 信息 发表 涉疫 不当 言论 干扰 疫情 防控 秩序 破坏 清朗 网络空间 网信 公安部门 中华人民共和国 刑法 中华人民共和国 网络安全 法 中华人民共和国 治安管理 处罚法 网络 信息 \u200b', '陕西省 盘点 2022 年 12 公安部门 查处 造谣 传谣 案件 疫情 防控 网民 利用微 信 微博 抖音 平台 散布 虚假 实 信息 发表 涉疫 不当 言论 干扰 疫情 防控 秩序 破坏 清朗 网络空间 网信 公安部门 中华人民共和国 刑法 中华人民共和国 网络安全 法 中华人民共和国 治安管理 处罚法 网络 信息 \u200b', '陕西省 盘点 2022 年 12 公安部门 查处 造谣 传谣 案件 疫情 防控 网民 利用微 信 微博 抖音 平台 散布 虚假 实 信息 发表 涉疫 不当 言论 干扰 疫情 防控 秩序 破坏 清朗 网络空间 网信 公安部门 中华人民共和国 刑法 中华人民共和国 网络安全 法 中华人民共和国 治安管理 处罚法 网络 信息 \u200b']"
250,12,250_陆远_南京_小伙_杨润杰,"['陆远', '南京', '小伙', '杨润杰', '缘分', '赶在', '闲着', '驻足', '江宁', '茫然']","['传承 志愿 服务 跨越 千里 抗疫 缘分 2021 年 12 月 18 日 南京 小伙 陆远 西安 旅游 不想 碰上 疫情 茫然 闲着 主动 请缨 成 一名 社区 志愿者 有意思 去年 月 青海 小伙 杨润杰 经历 类似 驻足 停留 地方 陆远 家乡 南京 江宁 赶在 2021 年 两位 年轻 \u200b', '传承 志愿 服务 跨越 千里 抗疫 缘分 2021 年 12 月 18 日 南京 小伙 陆远 西安 旅游 不想 碰上 疫情 茫然 闲着 主动 请缨 成 一名 社区 志愿者 有意思 去年 月 青海 小伙 杨润杰 经历 类似 驻足 停留 地方 陆远 家乡 南京 江宁 赶在 2021 年 两位 年轻 \u200b', '传承 志愿 服务 跨越 千里 抗疫 缘分 2021 年 12 月 18 日 南京 小伙 陆远 西安 旅游 不想 碰上 疫情 茫然 闲着 主动 请缨 成 一名 社区 志愿者 有意思 去年 月 青海 小伙 杨润杰 经历 类似 驻足 停留 地方 陆远 家乡 南京 江宁 赶在 2021 年 两位 年轻 \u200b']"
251,12,251_数字信息_国家队_周密安排_广大干部,"['数字信息', '国家队', '周密安排', '广大干部', '关头', '全员', '牵动人心', '古城', '基础设施', '笼罩']","['抗击 疫情 央企 疫情 笼罩 古城 西安 形势严峻 牵动人心 紧急 关头 陕西 联通 执行 中国联通 集团公司 地方 政府 相关 周密安排 全员 防疫 通信 保障 各项 工作 广大干部 员工 逆行 履行 数字信息 基础设施 运营 服务 国家队 责任 担当', '抗击 疫情 央企 疫情 笼罩 古城 西安 形势严峻 牵动人心 紧急 关头 陕西 联通 执行 中国联通 集团公司 地方 政府 相关 周密安排 全员 防疫 通信 保障 各项 工作 广大干部 员工 逆行 履行 数字信息 基础设施 运营 服务 国家队 责任 担当 西安 疫情', '抗击 疫情 央企 疫情 笼罩 古城 西安 形势严峻 牵动人心 紧急 关头 陕西 联通 执行 中国联通 集团公司 地方 政府 相关 周密安排 全员 防疫 通信 保障 各项 工作 广大干部 员工 逆行 履行 数字信息 基础设施 运营 服务 国家队 责任 担当 西安 疫情']"
252,12,252_同学_程序_选餐_4100,"['同学', '程序', '选餐', '4100', '计算机专业', '云选餐', '发现自己', '访问', '张玉鉴', '讲述']","['西安 大学生 做 程序 帮 同学 云选餐 投入 当天 4100 访问 月 日 陕西 西安 西安电子科技大学 一位 计算机专业 同学 自主 研发 程序 同学 云 选餐 张玉鉴 同学 讲述 做 程序 想 解决 同学 选择 困难 症 疫情 学校 疫情 防控 管理 发现自己 做 \u200b', '西安 大学生 做 程序 帮 同学 云选餐 投入 当天 4100 访问 月 日 陕西 西安 西安电子科技大学 一位 计算机专业 同学 自主 研发 程序 同学 云 选餐 张玉鉴 同学 讲述 做 程序 想 解决 同学 选择 困难 症 疫情 学校 疫情 防控 管理 发现自己 做 \u200b', '西安 大学生 做 程序 帮 同学 云选餐 投入 当天 4100 访问 月 日 陕西 西安 西安电子科技大学 一位 计算机专业 同学 自主 研发 程序 同学 云 选餐 张玉鉴 同学 讲述 做 程序 想 解决 同学 选择 困难 症 疫情 学校 疫情 防控 管理 发现自己 做 \u200b']"
253,12,253_郑州_交会_航天员_手控,"['郑州', '交会', '航天员', '手控', '试验', '停诊', '操作', '中小学校', '祝贺', '幼儿园']","['周日 早报 月 日 农历 腊月初 七 周末 愉快 国家 卫健委 疫情 防控 停诊 拒诊 祝贺 神 十三 航天员 手控 遥 操作 交会 对接 试验 河南 疫情 波及 市 郑州 发生 社区 传播 月 10 日起 郑州 全市 中小学校 幼儿园 暂停 线下 教学 孕产妇 开放 医疗 救助 绿色通道 天津市 津南区 \u200b', '月 日 星期天 农历 腊月初 七 众志成城 抗疫 必胜 国家 卫健委 疫情 防控 停诊 拒诊 祝贺 神 十三 航天员 手控 遥 操作 交会 对接 试验 河南 疫情 波及 市 郑州 发生 社区 传播 月 10 日起 郑州 全市 中小学校 幼儿园 暂停 线下 教学 孕产妇 开放 医疗 救助 绿色通道 天津市 \u200b', '早报 月 日 星期天 国家 卫健委 疫情 防控 停诊 拒诊 祝贺 神 十三 航天员 手控 遥 操作 交会 对接 试验 河南 疫情 波及 市 郑州 发生 社区 传播 月 10 日起 郑州 全市 中小学校 幼儿园 暂停 线下 教学 孕产妇 开放 医疗 救助 绿色通道 天津市 津南区 两名 人员 新冠 病毒 核酸 结 \u200b']"
254,12,254_秦汉_了不起_普通人_mv,"['秦汉', '了不起', '普通人', 'mv', '英雄', '加油', '携起手来', '新城', '西咸', '抗疫']","['抗 疫情 西安 力量 抗疫 责任 携起手来 众志成城 抗疫 西安 加油 西咸 新区 秦汉 新城 发布 抗疫 MV 未来 致敬 抗疫 英雄 西安 加油 ## 记 陕西 战疫 中 了不起 普通人 L 西安 网 微博 视频 \u200b', '抗 疫情 西安 力量 抗疫 责任 携起手来 众志成城 抗疫 西安 加油 西咸 新区 秦汉 新城 发布 抗疫 MV 未来 致敬 抗疫 英雄 西安 加油 ## 记 陕西 战疫 中 了不起 普通人 L 西安 网 微博 视频 \u200b \u200b \u200b', '抗 疫情 西安 力量 抗疫 责任 携起手来 众志成城 抗疫 西安 加油 西咸 新区 秦汉 新城 发布 抗疫 MV 未来 致敬 抗疫 英雄 西安 加油 ## 记 陕西 战疫 中 了不起 普通人 L 西安 网 微博 视频 \u200b \u200b \u200b']"
255,11,255_网页_链接_破裂_地表,"['网页', '链接', '破裂', '地表', '22', '长约', '黑龙', 'solacemediao', '冷龙岭', '恶魔']","['青海 门源 地震 现场 发现 约 22 公里 地表 破裂 带 O 网页 链接 青海 冷龙岭 恶魔 黑龙 \u200b', '青海 门源 6.9 级 地震 发现 长约 22 公里 地表 破裂 带 – 格局 新闻网 SolaceMediaO 网页 链接 \u200b', '青海省 地震局 消息 青海 门源 6.9 级 地震 现场 发现 长约 22 公里 地表 破裂 带 现场 调查小组 初步 判定 本次 地震 发震 构造 冷龙岭 断裂 月 日 青海 门源 地震 5831 受灾 受伤 人员 死亡 \u200b']"
